id,pred,,
comment_1498,0,,
comment_1499,0,,
comment_1500,0,,
comment_1501,1,,
comment_1502,1,,
comment_1503,1,,
comment_1504,1,,
comment_1505,1,,
comment_1506,1,,
comment_1507,1,,
comment_1508,1,,
comment_1509,0,,
comment_1510,1,,
comment_1511,0,,
comment_1512,1,,
comment_1513,0,,
comment_1514,0,,
comment_1515,0,,
comment_1516,0,,
comment_1517,0,,
comment_1518,0,,
comment_1519,0,,
comment_1520,0,,
comment_1521,1,,
comment_1522,0,,
comment_1523,1,,
comment_1524,0,,
comment_1525,1,,
comment_1526,1,,
comment_1527,1,,
comment_1528,0,,
comment_1529,1,,
comment_1530,0,,
comment_1531,0,,
comment_1532,1,,
comment_1533,1,,
comment_1534,0,,
comment_1535,0,,
comment_1536,1,,
comment_1537,0,,
comment_1538,1,,
comment_1539,1,,
comment_1540,1,,
comment_1541,0,,
comment_1542,0,,
comment_1543,0,,
comment_1544,0,,
comment_1545,1,,
comment_1546,0,,
comment_1547,1,,
comment_1548,0,,
comment_1549,0,,
comment_1550,1,,
comment_1551,1,,
comment_1552,0,,
comment_1553,0,,
comment_1554,0,,
comment_1555,0,,
comment_1556,1,,
comment_1557,0,,
comment_1558,0,,
comment_1559,1,,
comment_1560,1,,
comment_1561,1,,
comment_1562,1,,
comment_1563,1,,
comment_1564,1,,
comment_1565,1,,
comment_1566,0,,
comment_1567,1,,
comment_1568,1,,
comment_1569,0,,
comment_1570,0,,
comment_1571,0,,
comment_1572,1,,
comment_1573,1,,
comment_1574,1,,
comment_1575,1,,
comment_1576,0,,
comment_1577,1,,
comment_1578,0,,
comment_1579,1,,
comment_1580,1,,
comment_1581,1,,
comment_1582,1,,
comment_1583,0,,
comment_1584,0,,
comment_1585,0,,
comment_1586,1,,
comment_1587,0,,
comment_1588,0,,
comment_1589,0,,
comment_1590,1,,
comment_1591,1,,
comment_1592,0,,
comment_1593,0,,
comment_1594,1,,
comment_1595,1,,
comment_1596,1,,
comment_1597,0,,
comment_1598,1,,
comment_1599,1,,
comment_1600,1,,
comment_1601,1,,
comment_1602,1,,
comment_1603,1,,
comment_1604,0,,
comment_1605,0,,
comment_1606,1,,
comment_1607,0,,
comment_1608,0,,
comment_1609,0,,
comment_1610,0,,
comment_1611,1,,
comment_1612,0,,
comment_1613,0,,
comment_1614,0,,
comment_1615,1,,
comment_1616,1,,
comment_1617,1,,
comment_1618,0,,
comment_1619,1,,
comment_1620,1,,
comment_1621,0,,
comment_1622,1,,
comment_1623,1,,
comment_1624,0,,
comment_1625,1,,
comment_1626,0,,
comment_1627,1,,
comment_1628,0,,
comment_1629,0,,
comment_1630,0,,
comment_1631,0,,
comment_1632,0,,
comment_1633,1,,
comment_1634,1,,
comment_1635,0,,
comment_1636,1,,
comment_1637,1,,
comment_1638,0,,
comment_1639,0,,
comment_1640,1,,
comment_1641,1,,
comment_1642,0,,
comment_1643,1,,
comment_1644,0,,
comment_1645,1,,
comment_1646,1,,
comment_1647,0,,
comment_1648,0,,
comment_1649,0,,
comment_1650,0,,
comment_1651,1,,
comment_1652,0,,
comment_1653,0,,
comment_1654,1,,
comment_1655,1,,
comment_1656,1,,
comment_1657,0,,
comment_1658,1,,
comment_1659,1,,
comment_1660,0,,
comment_1661,0,,
comment_1662,0,,
comment_1663,0,,
comment_1664,0,,
comment_1665,0,,
comment_1666,0,,
comment_1667,1,,
comment_1668,1,,
comment_1669,0,,
comment_1670,1,,
comment_1671,0,,
comment_1672,0,,
comment_1673,0,,
comment_1674,0,,
comment_1675,0,,
comment_1676,1,,
comment_1677,0,,
comment_1678,0,,
comment_1679,0,,
comment_1680,0,,
comment_1681,1,,
comment_1682,1,,
comment_1683,1,,
comment_1684,0,,
comment_1685,0,,
comment_1686,0,,
comment_1687,0,,
comment_1688,1,,
comment_1689,0,,
comment_1690,1,,
comment_1691,0,,
comment_1692,1,,
comment_1693,0,,
comment_1694,1,,
comment_1695,0,,
comment_1696,0,,
comment_1697,1,,
comment_1698,0,,
comment_1699,1,,
comment_1700,0,,
comment_1701,1,,
comment_1702,0,,
comment_1703,0,,
comment_1704,1,,
comment_1705,0,,
comment_1706,0,,
comment_1707,1,,
comment_1708,0,,
comment_1709,0,,
comment_1710,1,,
comment_1711,1,,
comment_1712,0,,
comment_1713,0,,
comment_1714,0,,
comment_1715,0,,
comment_1716,1,,
comment_1717,0,,
comment_1718,0,,
comment_1719,0,,
comment_1720,0,,
comment_1721,1,,
comment_1722,0,,
comment_1723,0,,
comment_1724,0,,
comment_1725,0,,
comment_1726,1,,
comment_1727,0,,
comment_1728,0,,
comment_1729,1,,
comment_1730,1,,
comment_1731,0,,
comment_1732,0,,
comment_1733,0,,
comment_1734,0,,
comment_1735,0,,
comment_1736,0,,
comment_1737,1,,
comment_1738,0,,
comment_1739,0,,
comment_1740,1,,
comment_1741,0,,
comment_1742,1,,
comment_1743,1,,
comment_1744,1,,
comment_1745,1,,
comment_1746,1,,
comment_1747,0,,
comment_1748,1,,
comment_1749,1,,
comment_1750,0,,
comment_1751,0,,
comment_1752,1,,
comment_1753,0,,
comment_1754,0,,
comment_1755,0,,
comment_1756,0,,
comment_1757,0,,
comment_1758,0,,
comment_1759,1,,
comment_1760,1,,
comment_1761,0,,
comment_1762,0,,
comment_1763,1,,
comment_1764,0,,
comment_1765,0,,
comment_1766,0,,
comment_1767,0,,
comment_1768,1,,
comment_1769,0,,
comment_1770,0,,
comment_1771,0,,
comment_1772,1,,
comment_1773,1,,
comment_1774,1,,
comment_1775,0,,
comment_1776,0,,
comment_1777,1,,
comment_1778,1,,
comment_1779,1,,
comment_1780,0,,
comment_1781,1,,
comment_1782,1,,
comment_1783,1,,
comment_1784,0,,
comment_1785,0,,
comment_1786,1,,
comment_1787,0,,
comment_1788,1,,
comment_1789,1,,
comment_1790,0,,
comment_1791,0,,
comment_1792,0,,
comment_1793,1,,
comment_1794,1,,
comment_1795,0,,
comment_1796,1,,
comment_1797,0,,
comment_1798,1,,
comment_1799,0,,
comment_1800,1,,
comment_1801,0,,
comment_1802,1,,
comment_1803,1,,
comment_1804,0,,
comment_1805,0,,
comment_1806,1,,
comment_1807,0,,
comment_1808,0,,
comment_1809,1,,
comment_1810,1,,
comment_1811,0,,
comment_1812,0,,
comment_1813,0,,
comment_1814,0,,
comment_1815,0,,
comment_1816,0,,
comment_1817,1,,
comment_1818,0,,
comment_1819,0,,
comment_1820,0,,
comment_1821,1,,
comment_1822,0,,
comment_1823,0,,
comment_1824,0,,
comment_1825,1,,
comment_1826,0,,
comment_1827,1,,
comment_1828,0,,
comment_1829,1,,
comment_1830,1,,
comment_1831,1,,
comment_1832,0,,
comment_1833,0,,
comment_1834,0,,
comment_1835,1,,
comment_1836,1,,
comment_1837,0,,
comment_1838,1,,
comment_1839,0,,
comment_1840,1,,
comment_1841,0,,
comment_1842,0,,
comment_1843,1,,
comment_1844,1,,
comment_1845,1,,
comment_1846,1,,
comment_1847,1,,
comment_1848,1,,
comment_1849,0,,
comment_1850,0,,
comment_1851,0,,
comment_1852,1,,
comment_1853,1,,
comment_1854,0,,
comment_1855,1,,
comment_1856,1,,
comment_1857,0,,
comment_1858,0,,
comment_1859,0,,
comment_1860,0,,
comment_1861,1,,
comment_1862,0,,
comment_1863,0,,
comment_1864,0,,
comment_1865,1,,
comment_1866,1,,
comment_1867,0,,
comment_1868,0,,
comment_1869,0,,
comment_1870,1,,
comment_1871,0,,
comment_1872,0,,
comment_1873,0,,
comment_1874,1,,
comment_1875,1,,
comment_1876,1,,
comment_1877,1,,
comment_1878,0,,
comment_1879,0,,
comment_1880,0,,
comment_1881,0,,
comment_1882,0,,
comment_1883,0,,
comment_1884,0,,
comment_1885,1,,
comment_1886,1,,
comment_1887,1,,
comment_1888,0,,
comment_1889,0,,
comment_1890,0,,
comment_1891,0,,
comment_1892,1,,
comment_1893,0,,
comment_1894,1,,
comment_1895,0,,
comment_1896,0,,
comment_1897,1,,
comment_1898,0,,
comment_1899,1,,
comment_1900,0,,
comment_1901,1,,
comment_1902,1,,
comment_1903,1,,
comment_1904,1,,
comment_1905,0,,
comment_1906,0,,
comment_1907,0,,
comment_1908,0,,
comment_1909,1,,
comment_1910,1,,
comment_1911,0,,
comment_1912,0,,
comment_1913,0,,
comment_1914,0,,
comment_1915,0,,
comment_1916,1,,
comment_1917,1,,
comment_1918,0,,
comment_1919,0,,
comment_1920,0,,
comment_1921,0,,
comment_1922,1,,
comment_1923,0,,
comment_1924,0,,
comment_1925,0,,
comment_1926,1,,
comment_1927,0,,
comment_1928,1,,
comment_1929,1,,
comment_1930,1,,
comment_1931,0,,
comment_1932,0,,
comment_1933,1,,
comment_1934,1,,
comment_1935,0,,
comment_1936,0,,
comment_1937,1,,
comment_1938,0,,
comment_1939,0,,
comment_1940,0,,
comment_1941,1,,
comment_1942,0,,
comment_1943,0,,
comment_1944,0,,
comment_1945,0,,
comment_1946,0,,
comment_1947,0,,
comment_1948,1,,
comment_1949,0,,
comment_1950,0,,
comment_1951,0,,
comment_1952,0,,
comment_1953,1,,
comment_1954,0,,
comment_1955,0,,
comment_1956,0,,
comment_1957,0,,
comment_1958,0,,
comment_1959,0,,
comment_1960,0,,
comment_1961,0,,
comment_1962,1,,
comment_1963,0,,
comment_1964,0,,
comment_1965,0,,
comment_1966,1,,
comment_1967,1,,
comment_1968,1,,
comment_1969,0,,
comment_1970,1,,
comment_1971,1,,
comment_1972,1,,
comment_1973,1,,
comment_1974,1,,
comment_1975,0,,
comment_1976,1,,
comment_1977,1,,
comment_1978,1,,
comment_1979,0,,
comment_1980,1,,
comment_1981,0,,
comment_1982,0,,
comment_1983,1,,
comment_1984,0,,
comment_1985,1,,
comment_1986,0,,
comment_1987,0,,
comment_1988,0,,
comment_1989,0,,
comment_1990,0,,
comment_1991,1,,
comment_1992,0,,
comment_1993,0,,
comment_1994,1,,
comment_1995,1,,
comment_1996,0,,
comment_1997,0,,
comment_1998,0,,
comment_1999,0,,
comment_2000,0,,
comment_2001,0,,
comment_2002,1,,
comment_2003,0,,
comment_2004,1,,
comment_2005,0,,
comment_2006,0,,
comment_2007,0,,
comment_2008,0,,
comment_2009,1,,
comment_2010,0,,
comment_2011,0,,
comment_2012,1,,
comment_2013,1,,
comment_2014,0,,
comment_2015,0,,
comment_2016,1,,
comment_2017,0,,
comment_2018,1,,
comment_2019,1,,
comment_2020,0,,
comment_2021,1,,
comment_2022,0,,
comment_2023,1,,
comment_2024,0,,
comment_2025,0,,
comment_2026,1,,
comment_2027,1,,
comment_2028,0,,
comment_2029,0,,
comment_2030,1,,
comment_2031,0,,
comment_2032,1,,
comment_2033,1,,
comment_2034,1,,
comment_2035,1,,
comment_2036,1,,
comment_2037,1,,
comment_2038,0,,
comment_2039,1,,
comment_2040,0,,
comment_2041,1,,
comment_2042,0,,
comment_2043,1,,
comment_2044,1,,
comment_2045,0,,
comment_2046,1,,
comment_2047,0,,
comment_2048,0,,
comment_2049,0,,
comment_2050,1,,
comment_2051,0,,
comment_2052,1,,
comment_2053,0,,
comment_2054,0,,
comment_2055,1,,
comment_2056,0,,
comment_2057,0,,
comment_2058,1,,
comment_2059,1,,
comment_2060,1,,
comment_2061,1,,
comment_2062,1,,
comment_2063,0,,
comment_2064,0,,
comment_2065,1,,
comment_2066,0,,
comment_2067,1,,
comment_2068,0,,
comment_2069,1,,
comment_2070,0,,
comment_2071,0,,
comment_2072,0,,
comment_2073,0,,
comment_2074,1,,
comment_2075,0,,
comment_2076,0,,
comment_2077,0,,
comment_2078,0,,
comment_2079,0,,
comment_2080,1,,
comment_2081,0,,
comment_2082,1,,
comment_2083,0,,
comment_2084,0,,
comment_2085,0,,
comment_2086,0,,
comment_2087,1,,
comment_2088,0,,
comment_2089,0,,
comment_2090,0,,
comment_2091,1,,
comment_2092,0,,
comment_2093,0,,
comment_2094,0,,
comment_2095,0,,
comment_2096,0,,
comment_2097,1,,
comment_2098,1,,
comment_2099,0,,
comment_2100,0,,
comment_2101,0,,
comment_2102,1,,
comment_2103,1,,
comment_2104,0,,
comment_2105,1,,
comment_2106,0,,
comment_2107,0,,
comment_2108,1,,
comment_2109,0,,
comment_2110,0,,
comment_2111,0,,
comment_2112,0,,
comment_2113,1,,
comment_2114,0,,
comment_2115,1,,
comment_2116,0,,
comment_2117,0,,
comment_2118,0,,
comment_2119,1,,
comment_2120,0,,
comment_2121,1,,
comment_2122,0,,
comment_2123,1,,
comment_2124,1,,
comment_2125,0,,
comment_2126,0,,
comment_2127,0,,
comment_2128,0,,
comment_2129,0,,
comment_2130,0,,
comment_2131,1,,
comment_2132,1,,
comment_2133,0,,
comment_2134,1,,
comment_2135,0,,
comment_2136,1,,
comment_2137,0,,
comment_2138,0,,
comment_2139,0,,
comment_2140,0,,
comment_2141,1,,
comment_2142,0,,
comment_2143,0,,
comment_2144,1,,
comment_2145,0,,
comment_2146,0,,
comment_2147,0,,
comment_2148,0,,
comment_2149,0,,
comment_2150,0,,
comment_2151,0,,
comment_2152,1,,
comment_2153,0,,
comment_2154,1,,
comment_2155,0,,
comment_2156,1,,
comment_2157,0,,
comment_2158,0,,
comment_2159,0,,
comment_2160,1,,
comment_2161,1,,
comment_2162,0,,
comment_2163,1,,
comment_2164,1,,
comment_2165,1,,
comment_2166,1,,
comment_2167,0,,
comment_2168,1,,
comment_2169,0,,
comment_2170,1,,
comment_2171,0,,
comment_2172,0,,
comment_2173,0,,
comment_2174,0,,
comment_2175,0,,
comment_2176,0,,
comment_2177,0,,
comment_2178,1,,
comment_2179,0,,
comment_2180,0,,
comment_2181,0,,
comment_2182,0,,
comment_2183,1,,
comment_2184,1,,
comment_2185,1,,
comment_2186,1,,
comment_2187,0,,
comment_2188,0,,
comment_2189,0,,
comment_2190,1,,
comment_2191,1,,
comment_2192,1,,
comment_2193,0,,
comment_2194,1,,
comment_2195,1,,
comment_2196,1,,
comment_2197,0,,
comment_2198,0,,
comment_2199,1,,
comment_2200,0,,
comment_2201,0,,
comment_2202,0,,
comment_2203,1,,
comment_2204,0,,
comment_2205,0,,
comment_2206,0,,
comment_2207,0,,
comment_2208,1,,
comment_2209,0,,
comment_2210,0,,
comment_2211,1,,
comment_2212,1,,
comment_2213,1,,
comment_2214,0,,
comment_2215,0,,
comment_2216,0,,
comment_2217,0,,
comment_2218,0,,
comment_2219,1,,
comment_2220,0,,
comment_2221,0,,
comment_2222,1,,
comment_2223,0,,
comment_2224,1,,
comment_2225,0,,
comment_2226,0,,
comment_2227,0,,
comment_2228,0,,
comment_2229,0,,
comment_2230,0,,
comment_2231,0,,
comment_2232,1,,
comment_2233,0,,
comment_2234,0,,
comment_2235,0,,
comment_2236,0,,
comment_2237,0,,
comment_2238,0,,
comment_2239,0,,
comment_2240,0,,
comment_2241,0,,
comment_2242,1,,
comment_2243,1,,
comment_2244,0,,
comment_2245,0,,
comment_2246,0,,
comment_2247,0,,
comment_2248,1,,
comment_2249,1,,
comment_2250,1,,
comment_2251,1,,
comment_2252,0,,
comment_2253,0,,
comment_2254,0,,
comment_2255,0,,
comment_2256,1,,
comment_2257,1,,
comment_2258,1,,
comment_2259,0,,
comment_2260,0,,
comment_2261,1,,
comment_2262,0,,
comment_2263,0,,
comment_2264,0,,
comment_2265,0,,
comment_2266,1,,
comment_2267,1,,
comment_2268,1,,
comment_2269,1,,
comment_2270,0,,
comment_2271,0,,
comment_2272,1,,
comment_2273,1,,
comment_2274,1,,
comment_2275,1,,
comment_2276,1,,
comment_2277,0,,
comment_2278,0,,
comment_2279,1,,
comment_2280,0,,
comment_2281,0,,
comment_2282,1,,
comment_2283,0,,
comment_2284,0,,
comment_2285,0,,
comment_2286,1,,
comment_2287,0,,
comment_2288,1,,
comment_2289,0,,
comment_2290,0,,
comment_2291,1,,
comment_2292,0,,
comment_2293,0,,
comment_2294,1,,
comment_2295,0,,
comment_2296,0,,
comment_2297,1,,
comment_2298,0,,
comment_2299,0,,
comment_2300,1,,
comment_2301,0,,
comment_2302,1,,
comment_2303,0,,
comment_2304,1,,
comment_2305,0,,
comment_2306,0,,
comment_2307,0,,
comment_2308,1,,
comment_2309,0,,
comment_2310,0,,
comment_2311,1,,
comment_2312,0,,
comment_2313,0,,
comment_2314,0,,
comment_2315,0,,
comment_2316,0,,
comment_2317,1,,
comment_2318,0,,
comment_2319,0,,
comment_2320,0,,
comment_2321,0,,
comment_2322,1,,
comment_2323,1,,
comment_2324,1,,
comment_2325,0,,
comment_2326,1,,
comment_2327,0,,
comment_2328,0,,
comment_2329,0,,
comment_2330,1,,
comment_2331,0,,
comment_2332,0,,
comment_2333,0,,
comment_2334,1,,
comment_2335,1,,
comment_2336,1,,
comment_2337,0,,
comment_2338,1,,
comment_2339,1,,
comment_2340,0,,
comment_2341,0,,
comment_2342,0,,
comment_2343,0,,
comment_2344,0,,
comment_2345,0,,
comment_2346,0,,
comment_2347,1,,
comment_2348,0,,
comment_2349,1,,
comment_2350,0,,
comment_2351,0,,
comment_2352,1,,
comment_2353,0,,
comment_2354,0,,
comment_2355,1,,
comment_2356,1,,
comment_2357,0,,
comment_2358,0,,
comment_2359,0,,
comment_2360,0,,
comment_2361,0,,
comment_2362,0,,
comment_2363,1,,
comment_2364,1,,
comment_2365,0,,
comment_2366,0,,
comment_2367,1,,
comment_2368,1,,
comment_2369,1,,
comment_2370,1,,
comment_2371,0,,
comment_2372,1,,
comment_2373,1,,
comment_2374,0,,
comment_2375,1,,
comment_2376,1,,
comment_2377,0,,
comment_2378,0,,
comment_2379,0,,
comment_2380,0,,
comment_2381,1,,
comment_2382,1,,
comment_2383,0,,
comment_2384,1,,
comment_2385,0,,
comment_2386,1,,
comment_2387,1,,
comment_2388,1,,
comment_2389,1,,
comment_2390,0,,
comment_2391,0,,
comment_2392,1,,
comment_2393,0,,
comment_2394,1,,
comment_2395,1,,
comment_2396,0,,
comment_2397,1,,
comment_2398,1,,
comment_2399,1,,
comment_2400,1,,
comment_2401,1,,
comment_2402,0,,
comment_2403,0,,
comment_2404,1,,
comment_2405,0,,
comment_2406,1,,
comment_2407,1,,
comment_2408,0,,
comment_2409,0,,
comment_2410,0,,
comment_2411,1,,
comment_2412,1,,
comment_2413,1,,
comment_2414,0,,
comment_2415,0,,
comment_2416,0,,
comment_2417,1,,
comment_2418,1,,
comment_2419,1,,
comment_2420,1,,
comment_2421,0,,
comment_2422,0,,
comment_2423,1,,
comment_2424,0,,
comment_2425,0,,
comment_2426,1,,
comment_2427,0,,
comment_2428,1,,
comment_2429,0,,
comment_2430,1,,
comment_2431,1,,
comment_2432,1,,
comment_2433,1,,
comment_2434,0,,
comment_2435,1,,
comment_2436,0,,
comment_2437,0,,
comment_2438,0,,
comment_2439,0,,
comment_2440,1,,
comment_2441,0,,
comment_2442,1,,
comment_2443,1,,
comment_2444,0,,
comment_2445,0,,
comment_2446,1,,
comment_2447,1,,
comment_2448,0,,
comment_2449,1,,
comment_2450,1,,
comment_2451,0,,
comment_2452,0,,
comment_2453,0,,
comment_2454,0,,
comment_2455,1,,
comment_2456,0,,
comment_2457,0,,
comment_2458,0,,
comment_2459,0,,
comment_2460,0,,
comment_2461,0,,
comment_2462,0,,
comment_2463,0,,
comment_2464,0,,
comment_2465,0,,
comment_2466,1,,
comment_2467,0,,
comment_2468,0,,
comment_2469,0,,
comment_2470,1,,
comment_2471,1,,
comment_2472,0,,
comment_2473,0,,
comment_2474,1,,
comment_2475,0,,
comment_2476,0,,
comment_2477,1,,
comment_2478,0,,
comment_2479,0,,
comment_2480,0,,
comment_2481,0,,
comment_2482,1,,
comment_2483,1,,
comment_2484,0,,
comment_2485,0,,
comment_2486,0,,
comment_2487,0,,
comment_2488,1,,
comment_2489,0,,
comment_2490,1,,
comment_2491,0,,
comment_2492,0,,
comment_2493,0,,
comment_2494,1,,
comment_2495,1,,
comment_2496,0,,
comment_2497,1,,
comment_2498,0,,
comment_2499,0,,
comment_2500,1,,
comment_2501,0,,
comment_2502,1,,
comment_2503,0,,
comment_2504,0,,
comment_2505,0,,
comment_2506,1,,
comment_2507,1,,
comment_2508,0,,
comment_2509,1,,
comment_2510,0,,
comment_2511,1,,
comment_2512,0,,
comment_2513,0,,
comment_2514,1,,
comment_2515,0,,
comment_2516,0,,
comment_2517,1,,
comment_2518,0,,
comment_2519,1,,
comment_2520,1,,
comment_2521,1,,
comment_2522,0,,
comment_2523,1,,
comment_2524,1,,
comment_2525,0,,
comment_2526,0,,
comment_2527,1,,
comment_2528,0,,
comment_2529,1,,
comment_2530,0,,
comment_2531,1,,
comment_2532,0,,
comment_2533,0,,
comment_2534,0,,
comment_2535,0,,
comment_2536,0,,
comment_2537,0,,
comment_2538,0,,
comment_2539,0,,
comment_2540,1,,
comment_2541,1,,
comment_2542,0,,
comment_2543,1,,
comment_2544,1,,
comment_2545,0,,
comment_2546,0,,
comment_2547,0,,
comment_2548,1,,
comment_2549,1,,
comment_2550,1,,
comment_2551,0,,
comment_2552,0,,
comment_2553,0,,
comment_2554,0,,
comment_2555,0,,
comment_2556,0,,
comment_2557,1,,
comment_2558,0,,
comment_2559,1,,
comment_2560,1,,
comment_2561,0,,
comment_2562,0,,
comment_2563,0,,
comment_2564,0,,
comment_2565,0,,
comment_2566,0,,
comment_2567,1,,
comment_2568,0,,
comment_2569,1,,
comment_2570,1,,
comment_2571,1,,
comment_2572,0,,
comment_2573,1,,
comment_2574,1,,
comment_2575,0,,
comment_2576,1,,
comment_2577,0,,
comment_2578,0,,
comment_2579,0,,
comment_2580,0,,
comment_2581,1,,
comment_2582,1,,
comment_2583,0,,
comment_2584,1,,
comment_2585,0,,
comment_2586,1,,
comment_2587,0,,
comment_2588,1,,
comment_2589,0,,
comment_2590,1,,
comment_2591,1,,
comment_2592,1,,
comment_2593,1,,
comment_2594,1,,
comment_2595,1,,
comment_2596,0,,
comment_2597,1,,
comment_2598,0,,
comment_2599,0,,
comment_2600,0,,
comment_2601,1,,
comment_2602,0,,
comment_2603,1,,
comment_2604,1,,
comment_2605,1,,
comment_2606,1,,
comment_2607,0,,
comment_2608,0,,
comment_2609,1,,
comment_2610,1,,
comment_2611,0,,
comment_2612,1,,
comment_2613,1,,
comment_2614,0,,
comment_2615,0,,
comment_2616,1,,
comment_2617,0,,
comment_2618,0,,
comment_2619,0,,
comment_2620,1,,
comment_2621,0,,
comment_2622,0,,
comment_2623,0,,
comment_2624,0,,
comment_2625,1,,
comment_2626,0,,
comment_2627,1,,
comment_2628,1,,
comment_2629,0,,
comment_2630,0,,
comment_2631,1,,
comment_2632,1,,
comment_2633,0,,
comment_2634,1,,
comment_2635,1,,
comment_2636,1,,
comment_2637,0,,
comment_2638,1,,
comment_2639,1,,
comment_2640,0,,
comment_2641,0,,
comment_2642,1,,
comment_2643,1,,
comment_2644,0,,
comment_2645,0,,
comment_2646,1,,
comment_2647,0,,
comment_2648,1,,
comment_2649,0,,
comment_2650,1,,
comment_2651,0,,
comment_2652,1,,
comment_2653,1,,
comment_2654,1,,
comment_2655,0,,
comment_2656,0,,
comment_2657,0,,
comment_2658,0,,
comment_2659,1,,
comment_2660,0,,
comment_2661,0,,
comment_2662,0,,
comment_2663,0,,
comment_2664,0,,
comment_2665,1,,
comment_2666,0,,
comment_2667,0,,
comment_2668,1,,
comment_2669,0,,
comment_2670,0,,
comment_2671,1,,
comment_2672,0,,
comment_2673,0,,
comment_2674,1,,
comment_2675,1,,
comment_2676,0,,
comment_2677,0,,
comment_2678,0,,
comment_2679,0,,
comment_2680,1,,
comment_2681,1,,
comment_2682,0,,
comment_2683,1,,
comment_2684,0,,
comment_2685,0,,
comment_2686,0,,
comment_2687,0,,
comment_2688,0,,
comment_2689,0,,
comment_2690,0,,
comment_2691,0,,
comment_2692,0,,
comment_2693,1,,
comment_2694,0,,
comment_2695,1,,
comment_2696,0,,
comment_2697,1,,
comment_2698,1,,
comment_2699,0,,
comment_2700,0,,
comment_2701,0,,
comment_2702,0,,
comment_2703,0,,
comment_2704,1,,
comment_2705,0,,
comment_2706,1,,
comment_2707,0,,
comment_2708,1,,
comment_2709,0,,
comment_2710,0,,
comment_2711,0,,
comment_2712,0,,
comment_2713,0,,
comment_2714,1,,
comment_2715,0,,
comment_2716,1,,
comment_2717,0,,
comment_2718,1,,
comment_2719,1,,
comment_2720,0,,
comment_2721,0,,
comment_2722,0,,
comment_2723,0,,
comment_2724,0,,
comment_2725,0,,
comment_2726,0,,
comment_2727,0,,
comment_2728,0,,
comment_2729,0,,
comment_2730,0,,
comment_2731,0,,
comment_2732,1,,
comment_2733,1,,
comment_2734,0,,
comment_2735,1,,
comment_2736,0,,
comment_2737,1,,
comment_2738,1,,
comment_2739,0,,
comment_2740,1,,
comment_2741,1,,
comment_2742,1,,
comment_2743,0,,
comment_2744,0,,
comment_2745,1,,
comment_2746,0,,
comment_2747,0,,
comment_2748,0,,
comment_2749,1,,
comment_2750,0,,
comment_2751,1,,
comment_2752,1,,
comment_2753,0,,
comment_2754,0,,
comment_2755,0,,
comment_2756,0,,
comment_2757,0,,
comment_2758,1,,
comment_2759,1,,
comment_2760,0,,
comment_2761,0,,
comment_2762,1,,
comment_2763,0,,
comment_2764,1,,
comment_2765,1,,
comment_2766,0,,
comment_2767,0,,
comment_2768,0,,
comment_2769,1,,
comment_2770,1,,
comment_2771,0,,
comment_2772,0,,
comment_2773,0,,
comment_2774,1,,
comment_2775,0,,
comment_2776,0,,
comment_2777,0,,
comment_2778,0,,
comment_2779,0,,
comment_2780,0,,
comment_2781,1,,
comment_2782,0,,
comment_2783,1,,
comment_2784,0,,
comment_2785,1,,
comment_2786,0,,
comment_2787,0,,
comment_2788,1,,
comment_2789,0,,
comment_2790,0,,
comment_2791,0,,
comment_2792,0,,
comment_2793,0,,
comment_2794,0,,
comment_2795,1,,
comment_2796,0,,
comment_2797,1,,
comment_2798,0,,
comment_2799,0,,
comment_2800,0,,
comment_2801,0,,
comment_2802,0,,
comment_2803,0,,
comment_2804,1,,
comment_2805,1,,
comment_2806,1,,
comment_2807,1,,
comment_2808,0,,
comment_2809,1,,
comment_2810,0,,
comment_2811,1,,
comment_2812,0,,
comment_2813,0,,
comment_2814,0,,
comment_2815,0,,
comment_2816,0,,
comment_2817,1,,
comment_2818,0,,
comment_2819,1,,
comment_2820,0,,
comment_2821,1,,
comment_2822,1,,
comment_2823,1,,
comment_2824,0,,
comment_2825,1,,
comment_2826,1,,
comment_2827,0,,
comment_2828,1,,
comment_2829,0,,
comment_2830,1,,
comment_2831,1,,
comment_2832,0,,
comment_2833,1,,
comment_2834,0,,
comment_2835,1,,
comment_2836,0,,
comment_2837,1,,
comment_2838,1,,
comment_2839,0,,
comment_2840,1,,
comment_2841,0,,
comment_2842,1,,
comment_2843,0,,
comment_2844,1,,
comment_2845,0,,
comment_2846,1,,
comment_2847,1,,
comment_2848,1,,
comment_2849,1,,
comment_2850,0,,
comment_2851,0,,
comment_2852,1,,
comment_2853,1,,
comment_2854,1,,
comment_2855,1,,
comment_2856,0,,
comment_2857,0,,
comment_2858,0,,
comment_2859,0,,
comment_2860,1,,
comment_2861,1,,
comment_2862,0,,
comment_2863,0,,
comment_2864,1,,
comment_2865,0,,
comment_2866,0,,
comment_2867,0,,
comment_2868,1,,
comment_2869,1,,
comment_2870,0,,
comment_2871,1,,
comment_2872,0,,
comment_2873,0,,
comment_2874,1,,
comment_2875,1,,
comment_2876,0,,
comment_2877,1,,
comment_2878,1,,
comment_2879,0,,
comment_2880,0,,
comment_2881,0,,
comment_2882,0,,
comment_2883,1,,
comment_2884,0,,
comment_2885,0,,
comment_2886,0,,
comment_2887,1,,
comment_2888,0,,
comment_2889,0,,
comment_2890,1,,
comment_2891,0,,
comment_2892,1,,
comment_2893,0,,
comment_2894,0,,
comment_2895,0,,
comment_2896,1,,
